ID,Topic,Title,Content
278,Computer Science,policy evaluation aggregate timeseries shock,propose general strategy estimating treatment effect context source exogenous variation sequence aggregate timeseries shock start arguing commonly used estimation procedure tend ignore crucial timeseries aspect data next develop graphical tool formal test illustrate issue design using data prominent study development economics macroeconomic motivated study construct new iv estimator based timeseries model aggregate shock analyze statistical property estimator practically relevant case crosssectional timeseries dimension similar size finally provide causal interpretation estimator analyze new causal model allows taking account rich unobserved heterogeneity potential outcome unobserved aggregate shock
279,Computer Science,detecting phacking,analyze theoretically problem testing phacking based distribution pvalues across multiple study provide general result distribution testable restriction null phacking find novel additional testable restriction pvalues based ttests analytical characterization distribution pvalues null phacking alternative phacking allow u analyze power existing test provide new powerful statistical test phacking result extended practical situation publication bias reported pvalues rounded also show test phacking based distribution tstatistics problematic may control size proposed test shown good property monte carlo study applied two datasets pvalues
280,Computer Science,informativeness estimation moment,paper introduces measure moment contributes precision parameter estimate gmm setting example one measure asks would happen variance parameter estimate particular moment dropped estimation measure easy compute illustrate usefulness measure two simple example well application model joint retirement planning couple estimate model using ukbhps find evidence complementarity leisure sensitivity measure illustrate estimate complementarity primarily informed distribution difference planned retirement date estimated econometric model interpreted bivariate ordered choice model allows simultaneity make model potentially useful application
281,Computer Science,optimal transport large network practitioner guide,article present set tool modeling spatial allocation problem large geographic market give example application setting market described network map cost travel pair adjacent location two type agent located node network buyer choose competitive seller depending price cost reach utility assumed additive quantity seller taking given seller price set price demand equal one observed give linear programming formulation equilibrium condition formally introducing model apply two example price offered petrol station quality service provided maternity ward example illustrate applicability model aggregate demand rank price estimate cost structure network insist possibility application large scale data set using modern linear programming solver gurobi addition paper released r toolbox implement result online tutorial http optimalnetworkgithubio
282,Computer Science,heterogeneous earnings effect job corp gender earnings translated quantile approach,several study job corp tend nd positive earnings effect male female effect heterogeneity favouring male contrast result majority training programme evaluation applying translated quantile approach bitler hoynes domina investigate potential mechanism behind surprising finding job corp result provide suggestive evidence effect heterogeneity gender operates existing gender earnings inequality rather job corp trainability difference
283,Computer Science,direct indirect effect based changesinchanges,propose novel approach causal mediation analysis based changesinchanges assumption restricting unobserved heterogeneity time allows disentangling causal effect binary treatment continuous outcome indirect effect operating binary intermediate variable called mediator direct effect running via causal mechanism identify average quantile direct indirect effect various subgroup condition outcome monotonic unobserved heterogeneity distribution latter change time conditional treatment mediator also provide simulation study empirical application job ii programme
284,Computer Science,comparing forecasting cryptocurrencies bayesian timevarying volatility model,paper study forecasting ability cryptocurrency time series study four capitalized cryptocurrencies bitcoin ethereum litecoin ripple different bayesian model compared including model constant timevarying volatility stochastic volatility garch moreover cryptopredictors included analysis p nikkei paper result show stochastic volatility significantly outperforming benchmark var point density forecasting using different type distribution error stochastic volatility studentt distribution came outperforming standard normal approach
285,Computer Science,doublerobust identification causal panel data model,study identification estimation causal effect binary treatment setting panel data highlight two path identification presence unobserved confounders first conventional path based making assumption relation potential outcome unobserved confounders second designbased path assumption made relation treatment assignment confounders introduce different set assumption follow two path develop double robust approach identification exploit approach similar spirit double robust approach estimation program evaluation literature
286,Computer Science,twodimensional propensity score matching method longitudinal quasiexperimental study focus travel behavior built environment,lack longitudinal study relationship built environment travel behavior widely discussed literature paper discus standard propensity score matching estimator extended enable study pairing observation across two dimension longitudinal crosssectional researcher mimic randomized controlled trial rcts match observation dimension find synthetic control group similar treatment group match subject synthetically across beforetreatment aftertreatment time period call twodimensional propensity score matching method demonstrates superior performance estimating treatment effect based monte carlo evidence nearterm opportunity matching identifying impact transportation infrastructure travel behavior
287,Computer Science,bayesian statespace modeling analyzing heterogeneous network effect u monetary policy,understanding disaggregate channel transmission monetary policy real financial sector crucial importance effectively implementing policy measure extend empirical econometric literature role production network propagation shock along two dimension first set forth bayesian spatial panel statespace model assumes time variation spatial dependence parameter apply framework study measuring network effect u monetary policy industry level second account crosssectional heterogeneity cluster impact monetary policy shock production industry via sparse finite gaussian mixture model result suggest substantial heterogeneity response industry surprise monetary policy shock moreover find role network effect varies strongly time particular u recession tend coincide period percent overall effect attributed network effect expansionary economic episode show muted network effect magnitude roughly percent
288,Computer Science,international effect central bank information shock,explore international transmission monetary policy central bank information shock federal reserve european central bank identification shock achieved using combination highfrequency market surprise around announcement date policy decision sign restriction propose highdimensional macroeconometric framework modeling aggregate quantity alongside countryspecific variable study international shock propagation spillover effect result line established literature focusing individual economy moreover suggest substantial international spillover effect direction monetary policy central bank information shock addition detect heterogeneity transmission ecb policy action individual member state
289,Computer Science,priority unemployed immigrant causal machine learning evaluation training belgium,based administrative data unemployed belgium estimate labour market effect three training programme various aggregation level using modified causal forest causal machine learning estimator programme positive effect lockin period find substantial heterogeneity across programme unemployed simulation show blackbox rule reassign unemployed programme maximise estimated individual gain considerably improve effectiveness percent le time spent un employment within month window shallow policy tree delivers simple rule realizes percent gain
290,Computer Science,recovering network structure aggregated relational data using penalized regression,social network data expensive collect breza et al propose aggregated relational data ard lowcost substitute used recover structure latent social network generated specific parametric random effect model main observation many economic network formation model produce network effectively lowrank consequence network recovery ard generally possible without parametric assumption using nuclearnorm penalized regression demonstrate implement method provide finitesample bound mean squared error resulting estimator distribution network link computation take second sample hundred observation easytouse code r python found http githubcommpleungard
291,Computer Science,estimating welfare effect school voucher,analyze welfare effect voucher provision dc opportunity scholarship program osp school voucher program washington dc randomly allocated voucher student develop new discrete choice tool show use data random allocation school voucher characterize learn welfare benefit providing voucher given amount measured average willingness pay voucher benefit net cost providing voucher novel feature tool allow specifying relationship demand various school respect price entirely nonparametric parameterized flexible manner necessarily imply welfare parameter point identified applying tool osp data find provision statusquo well wide range counterfactual voucher amount positive net average benefit find positive result arise due presence many lowtuition school program removing school program result negative net average benefit
292,Computer Science,econometric issue laubach williams estimate natural rate interest,holston laubach williams estimate natural rate interest driven downward trending behaviour factor z show implementation stock watson median unbiased estimation mue determine size lambda z parameter drive downward trend z unsound recover ratio interest lambda z r sigma z sigma tilde mue required estimation full structural model failure due unnecessary misspecification holston et al formulation stage model importantly implementation mue misspecified stage model spuriously amplifies point estimate lambda z using simulation experiment show procedure generates excessively large estimate lambda z applied data generated model true lambda z equal zero correcting misspecification stage model implementation mue lead substantially smaller lambda z estimate subdued downward trending influence factor z natural rate moreover lambda z point estimate statistically highly insignificant suggesting role factor z model also discus various estimation issue arise holston et al model natural rate make unsuitable policy analysis
293,Computer Science,online listing tell u housing market,traditional data source analysis housing market show several limitation recently started overcome using data coming housing sale advertisement ad website paper using large dataset ad italy provide first comprehensive analysis problem potential data main problem multiple ad duplicate correspond housing unit show issue mainly caused seller attempt increase visibility listing duplicate lead misrepresentation volume composition housing supply bias corrected identifying duplicate machine learning tool focus potential data show timeliness granularity online nature data allow monitoring housing demand supply liquidity asking price posted website informative transaction price
294,Computer Science,understanding effect tennessee open testing policy bounding policy effect nonrandomly missing data,increased testing seen one important step reopen economy current paper considers tennessee opentesting policy state substantially increased testing removing symptom requirement individual tested understand effect policy combine standard identifying assumption additional weak assumption deal nonrandom testing lead bound policy effect interest result suggest tennessee opentesting policy reduced total case fully observed confirmed case trip work among county fastgrowing number confirmed case
295,Computer Science,revisiting money labor valuing environmental good service developing country,many stated preference study conducted developing country provide low willingness pay wtp wide range good service however recent study country indicate may partly result choice payment vehicle preference good thus low wtp may indicate low welfare effect public project developing country argue setting imperfect substitutability money measure wealth eg labor institution perceived corrupt including payment vehicle currently available individual le pron corruption may needed obtain valid welfare estimate otherwise risk underestimating welfare benefit project demonstrate rural household contingent valuation cv survey designed elicit value access reliable irrigation water ethiopia total average annual wtp access reliable irrigation service cash contribution comprises implication socially desirable project might rejected based costbenefit analysis result welfare gain underestimation due mismatch payment vehicle choice valuation study
296,Computer Science,inflation dynamic financial shock,study effect financial shock united state economy using bayesian structural vector autoregressive svar model exploit nonnormalities data use method uniquely identify model employ inequality constraint single financial shock result point existence two distinct financial shock opposing effect inflation support idea financial shock transmitted real economy demand supply side channel
297,Computer Science,capital labor income pareto exponent across time space,estimate capital labor income pareto exponent across countryyear observation span country half century document two stylized fact capital income unequally distributed labor income namely capital exponent smaller labor ii capital labor exponent nearly uncorrelated explain finding build incomplete market model job ladder capital income risk give rise capital income pareto exponent smaller nearly unrelated labor exponent result suggest importance distinguishing income wealth inequality
298,Computer Science,heterogeneous effect job displacement earnings,paper considers effect job displacement varies across different individual particular interest center feature distribution individuallevel effect job displacement identifying feature distribution particularly challenging eg even could randomly assign worker displaced many parameter consider would point identified exploit access panel data approach relies comparing outcome displaced worker outcome worker would experienced displaced maintained rank distribution earnings displaced using data displaced worker survey find displaced worker earn per week le would earned displaced also find substantial heterogeneity estimate worker higher earnings would displaced large fraction worker experienced substantially negative effect average effect displacement finally also document major difference distribution effect job displacement across education level sex age counterfactual earnings level throughout paper rely heavily quantile regression first use quantile regression flexible yet feasible first step estimator conditional distribution quantile function main result build also use quantile regression study covariates affect distribution individuallevel effect job displacement
299,Computer Science,trading privacy greater social good america react,digital contact tracing analysis social distancing smartphone location data two prime example nontherapeutic intervention used many country mitigate impact pandemic many understand importance trading personal privacy public good others alarmed potential surveillance via measure enabled location tracking smartphones research analyzed massive yet atomic individuallevel location data containing billion record ten blue democratic ten red republican city u based present herein first evidence american responded increasing concern government authority private sector public health expert might use individuallevel location data track spread first found significant decreasing trend mobileapp locationsharing optout whereas area democrat privacyconcerned area republican advent pandemic significant decrease overall optout rate effect salient among democratic republican city second people practiced social distancing ie traveled le interacted fewer close contact pandemic also le likely optout whereas converse true people practiced le socialdistancing relationship also salient among democratic republican city third highincome population male compared lowincome population female privacyconscientious likely optout location tracking
300,Computer Science,confidence set dynamic poverty index,study extend research dynamic poverty index namely dynamic headcount ratio dynamic incomegap ratio dynamic gini dynamic sen proposed damico regnault contribution twofold first extend computation dynamic gini index thus sen index accordingly inclusion inequality within class poverty people classified according income second poverty index establish central limit theorem give u possibility determine confidence set application italian income data confirms effectiveness considered approach possibility determine evolution poverty inequality real economy
301,Computer Science,vocational training program youth labor market outcome evidence nepal,lack skill arguably one important determinant high level unemployment poverty response policymakers often initiate vocational training program effort enhance skill formation among youth using regressiondiscontinuity design examine large youth training intervention nepal find twelve month start training program intervention generated increase nonfarm employment percentage point itt estimate percentage point program compliers late estimate also detect sizeable gain monthly earnings woman start selfemployment activity inside home largely drive impact argue low baseline educational level nonfarm employment level nepal social cultural norm towards woman drive large program impact result suggest program enables otherwise underemployed woman earn income staying home close household errand line sociocultural norm prevent taking employment outside house
302,Computer Science,dynamic effect persistent shock,provide evidence many narrative shock used prominent literature persistent show two leading method estimate impulse response independently identified shock local projection distributed lag model treat persistence differently hence identifying different object propose correction reestablish equivalence local projection distributed lag model providing applied researcher method guidance estimate desired object interest apply method wellknown empirical work find persistence treated sizable impact estimate dynamic effect
303,Computer Science,realtime real economic activity exiting great recession entering pandemic recession,study realtime signal provided aruobadieboldscotti index business condition ad tracking economic activity high frequency start exit great recession comparing evolution realtime vintage belief final latevintage chronology consider entry pandemic recession tracking evolution realtime vintage belief ad swing widely underlying economic indicator swing widely emerging ad path writing late june indicates return growth may trajectory nascent recovery however highly uncertain particularly spread south west could revised eliminated new data arrive
304,Computer Science,risk spillover economic policy uncertainty european union emission trading scheme,european union emission trading scheme carbon emission allowance trading system designed europe achieve emission reduction target amount carbon emission caused production activity closely related socioeconomic environment therefore perspective economic policy uncertainty article construct garchmidaseuepu garchmidasgepu model impact european global economic policy uncertainty carbon price fluctuation result show european global economic policy uncertainty exacerbate volatility carbon price return latter stronger impact moreover volatility carbon price return forecasted better predictor global economic policy uncertainty research provide implication market manager grasping market trend helping participant control risk fluctuation carbon allowance
305,Computer Science,dynamic competitive persuasion,examine dynamic game competitive persuasion played two longlived seller leq infty period period seller provides information via blackwell experiment single shortlived buyer buy seller whose product highest expected quality solve unique subgame perfect equilibrium game conduct comparative static particular find long horizon lead le information
306,Computer Science,structural analysis mixedfrequency data midassvar model u capital flow,develop new var model structural analysis mixedfrequency data midassvar model allows identify structural dynamic link exploiting information contained variable sampled different frequency also provides general framework test homogeneous frequencybased representation versus mixedfrequency data model set monte carlo experiment suggests test performs well term size power midassvar used study monetary policy financial market volatility impact dynamic gross capital inflow u relation found using standard quarterly data exploiting variability present series within quarter show effect interest rate shock greater longer time lag month shock end quarter
307,Computer Science,experimental investigation preference misrepresentation residency match,development deployment matching procedure incentivize truthful preference reporting considered one major success market design research study test degree procedure succeed eliminating preference misrepresentation administered online experiment medical student immediately participation medical residency match leading field application strategyproof market design placed analogous incentivized matching task find participant misrepresent preference explore factor predict preference misrepresentation including cognitive ability strategic positioning overconfidence expectation advice trust discus implication behavior design allocation mechanism social welfare market use
308,Computer Science,prediction shared bicycle demand wavelet thresholding,consumer creature habit often periodic tied work shopping schedule analyzed one month data world largest bikesharing company elicit demand behavioral cycle initially using model animal tracking showed large customer fit ornsteinuhlenbeck model demand peak periodicity hour lorenz curve bicycle demand showed majority customer usage infrequent demand cycle timeseries model would strongly overfit data yielding unreliable model analysis thresholded wavelet spacetime tensor bikesharing contract able compress data model little loss information suggesting bikesharing demand behavior exceptionally strong regular improvement predicted demand could made adjusting noise filtered model air quality weather information demand infrequent rider
309,Computer Science,general method demand inversion,paper describes numerical method solve mean product quality equates real market share market share predicted discrete choice model method cover general class discrete choice model including pure characteristic model berry pakes random coefficient logit model berry et al hereafter blp method transforms original market share inversion problem unconstrained convex minimization problem convex programming algorithm used solve inversion moreover result also imply computational complexity inverting demand model convex programming problem simulation example show method outperforms contraction mapping algorithm blp also find method remains robust pure characteristic model nearzero market share
310,Computer Science,knowledge unanimous acceptance core payoff epistemic foundation cooperative game theory,provide epistemic foundation cooperative game proof theory via studying knowledge player unanimously accepting core payoff first transform cooperative game decision problem player accept reject payoff vector offered based knowledge available cooperation use modified kdsystem epistemic logic regarded counterpart model noncooperative game bonanno describe player knowledge decisionmaking criterion reasoning process especially formula called cacceptability defined capture criterion accepting core payoff vector within syntactical framework characterize core cooperative game term player knowledge based result discus epistemic inconsistency behind debreuscarf theorem increase number replica invariant requirement participant knowledge aspect competitive market requires unbounded epistemic ability player aspect cooperative game
311,Computer Science,dynamic impact monetary policy regional housing price u evidence based factoraugmented vector autoregressions,study interest center regional difference response housing price monetary policy shock u address issue analyzing monthly home price data metropolitan region using factoraugmented vector autoregression favar model bayesian model estimation based gibbs sampling normalgamma shrinkage prior autoregressive coefficient factor loading monetary policy shock identified using highfrequency surprise around policy announcement external instrument empirical result indicate monetary policy action typically sizeable significant positive effect regional housing price revealing difference magnitude duration largest effect observed region located state east west coast notably california arizona florida
312,Computer Science,iterated estimation dynamic discrete choice game,study asymptotic property class estimator structural parameter dynamic discrete choice game consider kstage policy iteration pi estimator k denotes number policy iteration employed estimation class nest several estimator proposed literature aguirregabiria mira pesendorfer schmidtdengler pakes et al first establish kpml estimator consistent asymptotically normal k complement finding aguirregabiria mira focus k large enough induce convergence estimator furthermore show certain condition asymptotic variance kpml estimator exhibit arbitrary pattern function k second establish kmd estimator consistent asymptotically normal k specific weight matrix kmd estimator asymptotic distribution kpml estimator main result provides optimal sequence weight matrix kmd estimator show optimally weighted kmd estimator asymptotic distribution invariant k invariance result especially unexpected given finding aguirregabiria mira kpml estimator main result implies two new corollary optimal estimator derived pesendorfer schmidtdengler first optimal estimator optimal class kmd estimator word additional policy iteration provide asymptotic efficiency gain relative optimal estimator second optimal estimator equally asymptotically efficient kpml estimator k finally appendix provides appropriate condition optimal estimator asymptotically efficient
313,Computer Science,kernel estimation panel data heterogeneous dynamic,paper proposes nonparametric kernelsmoothing estimation panel data examine degree heterogeneity across crosssectional unit first estimate sample mean autocovariances autocorrelations unit apply kernel smoothing compute density function dependence kernel estimator bandwidth make asymptotic bias high order affect required condition relative magnitude crosssectional sample size n timeseries length particular make condition n stronger complicated typically observed longpanel literature without kernel smoothing also consider splitpanel jackknife method correct bias construction confidence interval empirical application monte carlo simulation illustrate procedure finite sample
314,Computer Science,identifying occurrence non occurrence cognitive bias situation resembling monty hall problem,people reason heuristically situation resembling inferential puzzle bertrand box paradox monty hall problem practical significance fact economic decision making uncertain departure sound reasoning may necessarily result cognitively biased outcome different sound reasoning would produced criterion derived applicable experimental nonexperimental situation heuristic reasoning inferentialpuzzle situation result result cognitively bias situation neither criterion satisfied whether agent posterior probability assessment choice cognitively biased determined
315,Computer Science,solution variational optimisation rational inattention framework,analyse solution method variational optimisation problem rational inattention framework proposed christopher sims solution general exist although may exist exceptional case show solution exist quadratic logarithmic objective function analysed sims linearquadratic objective function solution constructed restriction one parameter approach therefore unlikely applicable wider set economic model
316,Computer Science,fixed effect estimation large panel data model,article review recent advance fixed effect estimation panel data model long panel number time period relatively large focus semiparametric model unobserved individual time effect distribution outcome variable conditional covariates unobserved effect specified parametrically distribution unobserved effect left unrestricted compared existing review long panel arellano hahn section arellano bonhomme discus model individual time effect splitpanel jackknife bias correction unbalanced panel distribution quantile effect extension understanding correcting incidental parameter bias caused estimation many fixed effect main focus unifying theme order bias given simple formula pn model discussed p number estimated parameter n total sample size
317,Computer Science,bound treatment effect transition,paper considers identification treatment effect conditional transition probability show even random assignment instantaneous average treatment effect point identified since treated control unit drop different rate randomization ensures comparability treatment control time randomization longrun average treatment effect point identified instead derive informative bound average treatment effect bound impose semi parametric restriction example proportional hazard also explore various assumption monotone treatment response common shock positively correlated outcome tighten bound
318,Computer Science,inference estimator defined mathematical programming,propose inference procedure estimator defined mathematical programming problem focusing important special case linear programming lp quadratic programming qp setting coefficient objective function constraint mathematical programming problem may estimated data hence involve sampling error inference approach exploit characterization solution programming problem complementarity condition transform problem inference solution constrained optimization problem nonstandard inference problem one involving inference based set inequality preestimated coefficient much better understood evaluate performance procedure several monte carlo simulation empirical application classic portfolio selection problem finance
319,Computer Science,sharp bound testability roy model stem major choice,analyze empirical content roy model stripped essential feature namely sector specific unobserved heterogeneity selfselection basis potential outcome characterize sharp bound joint distribution potential outcome testable implication roy selfselection model instrumental constraint joint distribution potential outcome call stochastically monotone instrumental variable smiv show testing roy model selection equivalent testing stochastic monotonicity observed outcome relative instrument apply sharp bound derivation measure departure roy selfselection identify value observable characteristic induce costly misallocation talent sector therefore prime target intervention special emphasis put case binary outcome received little attention literature date richer set outcome emphasize distinction pointwise sharp bound functional sharp bound importance constructing sharp bound functional feature inequality measure analyze roy model college major choice canada germany within framework take new look underrepresentation woman instem
320,Computer Science,zerorating content effect quality service internet,ongoing net neutrality debate generated lot heated discussion whether monetary interaction regulated content access provider among several topic discussed differential pricing recently received attention due zerorating platform proposed service provider differential pricing scheme internet service provider isps exempt data access charge content certain cps zerorated exemption content cps allows possibility content provider cps make sponsorship agreement zerorate content attract user traffic paper study effect differential pricing various player internet first consider model monopolistic isp multiple cps user select cps based quality service qos data access charge show differential pricing regime cp offering low qos make higher surplus cp offering better qos sponsorship overall qos mean delay end user degrade differential pricing scheme oligopolistic market multiple isps user tend select isp lowest isp resulting type conclusion monopolistic market study differential pricing effect revenue isps
321,Computer Science,identification hedonic equilibrium nonseparable simultaneous equation,paper derives condition preference technology nonparametrically identified hedonic equilibrium model product differentiated along one dimension agent characterized several dimension unobserved heterogeneity product differentiated along quality index agent characterized scalar unobserved heterogeneity single crossing condition preference technology provide identifying restriction ekeland heckman nesheim heckman matzkin nesheim develop similar shape restriction multiattribute case shape restriction based optimal transport theory generalized convexity allow u identify preference good differentiated along multiple dimension observation single market thereby derive nonparametric identification result nonseparable simultaneous equation multiattribute hedonic equilibrium model possibly multiple dimension unobserved heterogeneity one result proof absolute continuity distribution endogenously traded quality independent interest
322,Computer Science,quasirandom monte carlo application cge systematic sensitivity analysis,uncertainty robustness computable general equilibrium model assessed conducting systematic sensitivity analysis different method used literature ssa cge model gaussian quadrature monte carlo method paper explores use quasirandom monte carlo method based halton sobol sequence mean improve efficiency regular monte carlo ssa thus reducing computational requirement ssa finding suggest using lowdiscrepancy sequence number simulation required regular mc ssa method notably reduced hence lowering computational time required ssa cge model
323,Computer Science,estimation peer effect endogenous social network control function approach,propose method estimating linearinmeans model peer effect peer group defined social network endogenous outcome equation peer effect endogeneity due unobservable individual characteristic influence link formation network outcome interest propose two estimator peer effect equation control endogeneity social connection using control function approach leave functional form control function unspecified treat unknown estimate model use sieve semiparametric approach establish asymptotics semiparametric estimator
324,Computer Science,forecasting dynamic panel data model,paper considers problem forecasting collection short time series using cross sectional information panel data construct point predictor using tweedie formula posterior mean heterogeneous coefficient correlated random effect distribution formula utilizes crosssectional information transform unitspecific quasi maximum likelihood estimator approximation posterior mean prior distribution equal population distribution random coefficient show risk predictor based nonparametric estimate tweedie correction asymptotically equivalent risk predictor treat correlatedrandomeffects distribution known ratiooptimality empirical bayes predictor performs well compared various competitor monte carlo study empirical application use predictor forecast revenue large panel bank holding company compare forecast condition actual severely adverse macroeconomic condition
325,Computer Science,inference var identified sign restriction,fast growing literature setidentifies structural vector autoregressions svars imposing sign restriction response subset endogenous variable particular structural shock signrestricted svars method used construct pointwise coverage band impulse response signrestricted svars justified bayesian perspective paper demonstrates formulate inference problem signrestricted svars within momentinequality framework particular develops method constructing confidence band impulse response function signrestricted svars valid frequentist perspective paper also provides comparison frequentist bayesian coverage band context empirical application former substantially wider latter
326,Computer Science,heterogeneous employment effect job search programme machine learning approach,systematically investigate effect heterogeneity job search programme unemployed worker investigate possibly heterogeneous employment effect combine nonexperimental causal empirical model lassotype estimator empirical analysis based rich administrative data swiss social security record find considerable heterogeneity first six month start training consistent previous result literature unemployed person fewer employment opportunity profit participating programme furthermore also document heterogeneous employment effect residence status finally show potential easytoimplement programme participation rule improving average employment effect active labour market programme
327,Computer Science,note multiagent contract continuous time,dynamic contract multiple agent classical decentralized decisionmaking problem asymmetric information paper extend singleagent dynamic incentive contract model continuoustime multiagent scheme finite horizon allow terminal reward dependent history action incentive first derive set sufficient condition existence optimal contract general setting condition form nash equilibrium show principal problem converted solving hamiltonjacobibellman hjb equation requiring static nash equilibrium finally provide framework solve problem solving partial differential equation pde derived backward stochastic differential equation bsde
328,Computer Science,rateoptimal estimation intercept semiparametric sampleselection model,paper present new estimator intercept linear regression model case outcome varaible observed subject selection rule intercept often context inherent interest example program evaluation context difference intercept outcome equation participant nonparticipant interpreted difference average outcome participant counterfactual average outcome chosen participate new estimator mild condition exhibit rate convergence probability equal n p pge integer index strength certain smoothness assumption rate convergence shown context optimal rate convergence estimation intercept parameter term minimax criterion new estimator unlike proposal literature mild condition consistent asymptotically normal rate convergence regardless degree selection depends unobservables outcome equation simulation evidence empirical example included
329,Computer Science,note gale kuhn tucker reduction zerosum game,gale kuhn tucker introduced two way reduce zerosum game packaging strategy respect probability distribution term value gave condition desirable reduction show probability distribution desirable reduction relies optimal strategy original game also correct improper example given show reverse theorem hold
330,Computer Science,propensity score matching multiple treatment level codabased contribution,study proposes simple technique propensity score matching multiple treatment level strong unconfoundedness assumption help aitchison distance proposed field compositional data analysis coda
331,Computer Science,nonparametric identification index model link formation,consider index model dyadic link formation homophily effect index degree heterogeneity index provide nonparametric identification result single large network setting potentially nonparametric homophily effect function realization unobserved individual fixed effect unknown distribution idiosyncratic pairwise shock normalization possible true value unknown parameter propose novel form scale normalization arbitrary interquantile range theoretically robust also prof particularly convenient identification analysis quantiles provide direct linkage observable conditional probability unknown index value use inductive infill outexpansion algorithm establish main result consider extension general setting allow nonseparable dependence homophily degree heterogeneity well certain extent network sparsity weaker assumption support unobserved heterogeneity byproduct also propose concept called modeling equivalence refinement observational equivalence use provide formal discussion normalization identification interplay counterfactuals
332,Computer Science,startup stanford university,startup become le year major component innovation economic growth silicon valley place startup phenomenon obvious stanford university major component success company google yahoo sun microsystems cisco hewlett packard strong link stanford even vary famous success story fully describe richness diversity stanford entrepreneurial activity report explores dynamic company founded stanford university alumnus staff value creation field activity growth pattern report also explores feature founder company academic background number year stanford experience company creation
333,Computer Science,equity startup,startup become le year major component innovation economic growth important feature startup phenomenon wealth created equity startup stakeholder include startup founder investor also employee stockoption mechanism university license intellectual property employee group allocation important manager like chief executive vicepresidents officer independent board member also analyzed report analyzes equity allocated startup filed initial public offering author ambition informing general audience best practice equity split particular silicon valley central place startup innovation
334,Computer Science,identification latent choice set,common experimental format individual randomly assigned either treatment group access program control group without access experiment analyzing average effect treatment program access may hindered problem control individual comply assigned status receive program access outside experiment available tool account problem typically require researcher observe receipt program access every individual however many experiment case data collected individual received access paper develop framework show data individual treatment assignment status program participation decision outcome exploited learn average effect program access propose nonparametric selection model latent choice set relate access received treatment assignment status participation decision outcome linear programming procedure compute identified set parameter evaluating average effect program access model illustrate framework analyzing average effect head start preschool access using head start impact study find provision head start access induces parent enroll child head start also positively impact test score effect heterogeneously depend availability access alternative preschool
335,Computer Science,identification estimation spillover effect randomized experiment,study identification estimation inference spillover effect experiment unit outcome may depend treatment assignment unit within group show commonlyused linearinmeans regression identifies weighted sum spillover effect negative weight characterize estimand recovered simple difference mean presence spillover result reveal potential pitfall failing flexibly account spillover effect policy evaluation propose nonparametric estimator overcome issue consistent asymptotically normal precise relationship number parameter interest total sample size treatment assignment mechanism show result used rank assignment mechanism experimental design finding illustrated using data conditional cash transfer program simulation
